gvkey,Name,sector_name,carbon_major,date,case,country,region,novel,courtlaw,govplaintiff,interest,damages,major_changes,novel_weight,courtlaw_weight,govplaintiff_weight,interest_weight,damages_weight,major_weight,profile_sum,,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2025-01-01,,name,country,region,gic_sector,Total # filings,,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,,,,,,,,,,,,,,,,,,,,,,
,Owens Corning Corporation ,,,6/8/2006,Northwest Environmental Def. Center v. Owens Corning Corp,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,Devon Energy Corp,2003-12-31,2004-03-05,,,,
,Alon USA,,,12/9/2016,"People of State of California ex rel. California Air Resources Board v. Paramount Petroleum Corp., No. BC643285 (Cal. Super. Ct., filed Dec. 9, 2016)",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,,Devon Energy Corp,2004-12-31,2005-03-09,,,,
,The AES Corporation,,,7/9/2008,Steadfast Ins. Co. v. The AES Corp.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,Devon Energy Corp,2005-12-31,2006-03-03,,,,
,ExxonMobil,,,11/4/2015,People of State of New York v. PricewaterhouseCoopers LLP,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,Devon Energy Corp,2006-12-31,2007-02-28,,,,
,NGL Energy Partners LP ,,,10/4/2016,"United States v. NGL Crude Logistics, LLC",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,,Devon Energy Corp,2007-12-31,2008-02-28,,,,
,Talen Energy Corporation ,,,5/17/2018,Sierra Club v. Talen Energy Corp.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,,Devon Energy Corp,2008-12-31,2009-02-27,,,,
,ExxonMobil,,,2/12/2019,City of Birmingham Relief & Retirement System v. ExxonMobil Corp.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,,Devon Energy Corp,2009-12-31,2010-02-25,,,,
,Ashland Inc,,,5/16/2018,"United States v. Hercules, LLC",Would remove because Ahsland was private when the lawsuit was filed,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,,Devon Energy Corp,2010-12-31,2011-02-25,,,,
,Brookfield Renewable Partners,,,9/9/2021,Atlantic Salmon Federation v. Merimil LP,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,,Devon Energy Corp,2011-12-31,2012-02-24,,,,
,National Grid PLC,,,3/18/2021,Sane Energy Project v. New York State Department of Environmental Conservation; Brookly Union Gas Company,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,,Devon Energy Corp,2012-12-31,2013-02-21,,,,
,"Allbirds, Inc",,,6/13/2021,"Dwyer v. Allbirds, Inc.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,Devon Energy Corp,2013-12-31,2014-02-28,,,,
,Goodyear Tire & Rubber Co,,,6/26/2008,Australian Competition & Consumer Commission v. Goodyear Tyres (2008),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,,Devon Energy Corp,2014-12-31,2015-02-20,,,,
,Xstrata PLC,,,11/27/2006,"Queensland Conservation Council Inc. v. Xstrata Coal (Queensland Court of Appeal, 2007)",,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,,Devon Energy Corp,2015-12-31,2016-02-17,,,,
,Kobe Steel Ltd,,,9/14/2018,"Citizens’ Committee on the Kobe Coal Fired Power Plant v. Kobe Steel Ltd., et al.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,Devon Energy Corp,2016-12-31,2017-02-15,,,,
,"Mitsubishi UFJ
Financial Group, Inc.",,,9/19/2018,"Market Forces v. SMBC, MUFG and Mizuho",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,,Devon Energy Corp,2017-12-31,2018-02-21,,,,
,General Electric,,,5/1/2017,"FOMEA v. MSU S.A., Rio Energy S.A., & General Electric",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,Devon Energy Corp,2018-12-31,2019-02-20,,,,
,General Electric,,,7/1/2017,"Carballo et al. v. MSU S.A., UGEN S.A., & General Electric",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,Devon Energy Corp,2019-12-31,2020-02-19,,,,
,BASF SE ,,,10/4/2021,"Barbara Metz et al., v. Wintershall Dea AG",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,,Devon Energy Corp,2020-12-31,2021-02-17,,,,
,Air France KLM SA,,,12/1/2010,"Public Ministry of the State of São Paulo v. KLM (“Ministério Público do Estado de São Paulo vs. KLM (Caso Companhias Aéreas)"")",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,Devon Energy Corp,2021-12-31,2022-02-16,,,,
,Royal Dutch Shell,,,11/10/2021,Greenpeace Canada v. Shell Canada,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,,Devon Energy Corp,2022-12-31,2023-02-15,,,,
,Royal Dutch Shell,,,4/12/2021,"RCC Ruling on Shell ""Drive CO2 neutral"" 2",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,,Devon Energy Corp,2023-12-31,2024-02-28,,,,
,Royal Dutch Shell,,,4/12/2021,"RCC Ruling on Shell ""Drive CO2 neutral"" 1",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,,Dominion Energy,2003-12-31,2004-03-01,,,,
,Delta Air Lines,,,5/30/2023,Berrin v. Delta Air Lines Inc.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,Dominion Energy,2004-12-31,2005-02-28,,,,
,Air France KLM SA,,,7/7/2023,"Long v. Koninklijke Luchtvaart Maatschappij, N.V.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,,Dominion Energy,2005-12-31,2006-03-02,,,,
,Etsy Inc.,,,7/14/2023,"Blackburn v. Etsy, Inc.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,,Dominion Energy,2006-12-31,2007-02-28,,,,
,United Airlines Holdings Inc,,,11/19/2023,"Zajac v. United Airlines, Inc.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,Dominion Energy,2007-12-31,2008-02-28,,,,
,Air France KLM SA,,,11/13/2023,Simijanovic v. Koninklijke Luchtvaart Maatschappij N.V.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,,Dominion Energy,2008-12-31,2009-02-26,,,,
,Enviva Inc ,,,3/11/2022,Fanucchi v. Enviva Inc.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,,Dominion Energy,2009-12-31,2010-02-26,,,,
,Air France KLM SA,,,9/17/2022,"Dakus v. Koninklijke Luchtvaart Maatschappij, N.V.",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,Dominion Energy,2010-12-31,2011-02-28,,,,
,Banco Santander SA ,,,12/20/2021,AMOREMA e AMORETGRAP vs. Sustainable Carbon and others (Carbon credits and Extractive Reserves),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,,Dominion Energy,2011-12-31,2012-02-28,,,,
,Air France KLM SA,,,12/20/2021,AMOREMA e AMORETGRAP vs. Sustainable Carbon and others (Carbon credits and Extractive Reserves),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,Dominion Energy,2012-12-31,2013-02-28,,,,
,Wienerberger AG ,,,12/20/2021,AMOREMA e AMORETGRAP vs. Sustainable Carbon and others (Carbon credits and Extractive Reserves),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,,Dominion Energy,2013-12-31,2014-02-28,,,,
,Renault SA,,,4/26/2022,Health and Sustainability Institute v. the Federal Union and others (Emission of pollutants by motor vehicles) (“Instituto Saúde e Sustentabilidade vs. União Federal e outros (Emissão de poluentes por veículos automotores),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329,,Dominion Energy,2014-12-31,2015-02-27,,,,
,HSBC,,,10/26/2021,ASA Ruling on HSBC UK Bank plc,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,,Dominion Energy,2015-12-31,2016-02-26,,,,
,Repsol SA,,,7/27/2023,ASA Ruling on Repsol SA (following a complaint by Adfree Cities),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,,Dominion Energy,2016-12-31,2017-02-28,,,,
,Royal Dutch Shell,,,7/8/2022,ASA Ruling on Shell UK Ltd (following a complaint by Adfree Cities),,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,Dominion Energy,2017-12-31,2018-02-27,,,,
,Carnival PLC,,,9/26/2023,ASA complaint on cruise operators by Opportunity Green,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,,Dominion Energy,2018-12-31,2019-02-28,,,,
,Royal Caribbean Cruises Ltd,,,9/26/2023,ASA complaint on cruise operators by Opportunity Green,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,,Dominion Energy,2019-12-31,2020-02-28,,,,
,Total Energies SE,,,7/6/2023,Métamorphose vs TotalEnergies,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,Dominion Energy,2020-12-31,2021-02-25,,,,
,JPMorgan Chase & Co,,,6/27/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,Dominion Energy,2021-12-31,2022-02-24,,,,
,Citigroup Inc,,,6/26/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,,Dominion Energy,2022-12-31,2023-02-21,,,,
,HSBC,,,6/27/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,Dominion Energy,2023-12-31,2024-02-23,,,,
,Credit Agricole SA,,,6/26/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,,Duke Energy,2006-12-31,2007-03-01,,,,
,Morgan Stanley,,,6/27/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,,Duke Energy,2007-12-31,2008-02-29,,,,
,BNP Paribas,,,6/26/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,,Duke Energy,2008-12-31,2009-02-27,,,,
,Goldman Sachs Group Inc,,,6/27/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,,Duke Energy,2009-12-31,2010-02-26,,,,
,Societe Generale SA,,,6/26/2023,"Communications to Saudi Arabia, Japan, France, USA, and the UK, and 13 financial institutions concerning Saudi Aramco’s business activities in the fossil fuel sector",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,,Duke Energy,2010-12-31,2011-02-25,,,,
,Postmedia Network Canada Corp ,,,4/21/2010,"Weaver v. Corcoran & Others (British Columbia Supreme Court, Canada, 2015)",,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344,,Duke Energy,2011-12-31,2012-02-28,,,,
,Equinor,,,5/6/2022,Sierra Club Canada Foundation et al. v. Minister of Environment and Climate Change Canada et al.,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345,,Duke Energy,2012-12-31,2013-03-01,,,,
,BNP Paribas,,,2/27/2023,Comissa?o Pastoral da Terra and Notre Affaire à Tous v. BNP Paribas,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,,Duke Energy,2013-12-31,2014-02-28,,,,
,Volkswagen,,,11/8/2021,Allhoff Cramer v. Volkswagen AG,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,Duke Energy,2014-12-31,2015-03-02,,,,
,BP,,,12/8/2022,NZ Students for Climate Solutions and UK Youth Climate Coalition v Board of BP,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,Duke Energy,2015-12-31,2016-02-25,,,,
,Volkswagen,,,10/20/2022,Church of England Pensions Board and others v. Volkswagen AG,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,Duke Energy,2016-12-31,2017-02-24,,,,
,Danone SA,,,5/17/2023,Deutsche Umwelthilfe v. Danone Deutschland GmbH,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,,Duke Energy,2017-12-31,2018-02-21,,,,
