gvkey,Name,sector_name,carbon_major,date,case,country,region,novel,courtlaw,govplaintiff,interest,damages,major_changes,novel_weight,courtlaw_weight,govplaintiff_weight,interest_weight,damages_weight,major_weight,profile_sum,,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,2025-01-01,,name,country,region,gic_sector,Total # filings,,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01,2023-01-01,2024-01-01,,,,,,,,,,,,,,,,,,,,,,
002410,BP,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,UK,Europe,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,Chevron,2008-12-31,2009-02-26,,,,
002991,Chevron,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,Chevron,2009-12-31,2010-02-25,,,,
004503,ExxonMobil,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,Chevron,2010-12-31,2011-02-24,,,,
008549,Conocophillips,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,Chevron,2011-12-31,2012-02-23,,,,
012384,Royal Dutch Shell,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,UK,Europe,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,Chevron,2012-12-31,2013-02-22,,,,
032372,Consol Energy,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,Chevron,2013-12-31,2014-02-21,,,,
120093,CNX Resources,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,Chevron,2014-12-31,2015-02-20,,,,
170841,Phillips 66,Energy,0,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,,Chevron,2015-12-31,2016-02-25,,,,
186989,Marathon Petroleum,Energy,1,7/20/2018,Mayor & City Council of Baltimore v. BP p.l.c.,US,North America,No,Yes,Yes,Yes,Yes,Yes,0,3,1,2,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,Chevron,2016-12-31,2017-02-23,,,,
269546,Powszechny Zak?ad Ubezpiecze?,Financials,0,8/6/2018,Development YES – Open-Pit Mines NO v. Group PZU S.A.,Poland,Europe,Yes,No,No,No,No,No,2,0,0,0,0,0,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,Chevron,2017-12-31,2018-02-22,,,,
028877,Keurig Dr Pepper Inc.,Consumer Staples,0,9/28/2018,"Smith v. Keurig Green Mountain, Inc.",US,North America,No,Yes,No,No,Yes,No,0,3,0,0,3,0,6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,Chevron,2018-12-31,2019-02-22,,,,
290445,Enea SA,Utilities,0,10/24/2018,ClientEarth v Enea,Poland,Europe,Yes,Yes,No,No,No,No,2,3,0,0,0,0,5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Goodyear Tire & Rubber Co is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,Chevron,2019-12-31,2020-02-21,,,,
004503,ExxonMobil,Energy,1,10/24/2018,People of the State of New York v. Exxon Mobil Corporation,US,North America,Yes,Yes,Yes,No,Yes,Yes,2,3,1,0,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Husky Energy is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,Chevron,2020-12-31,2021-02-25,,,,
001380,Hess Corp,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US ,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Innospec is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,Chevron,2021-12-31,2022-02-24,,,,
001678,APA Corp,Energy,0,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Keurig Dr Pepper Inc. is missing years: [2004, 2005, 2006, 2007, 2008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,,Chevron,2022-12-31,2023-02-23,,,,
002410,BP,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",UK,Europe,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Marathon Petroleum is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,Chevron,2023-12-31,2024-02-26,,,,
002991,Chevron,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Meta Platforms, Inc. is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,,Citigroup Inc,2003-12-31,2004-03-01,,,,
004503,ExxonMobil,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"NGL Energy Partners LP is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,,Citigroup Inc,2004-12-31,2005-02-28,,,,
008068,Occidental ,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,NorthWestern Corp is missing years: [2024],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,Citigroup Inc,2005-12-31,2006-02-24,,,,
008549,Conocophillips,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Oatly is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,,Citigroup Inc,2006-12-31,2007-02-23,,,,
011781,Ovintiv Inc,Energy,0,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Ovintiv Inc is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,Citigroup Inc,2007-12-31,2008-02-22,,,,
011923,Anadarko,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Owens Corning Corporation is missing years: [2004, 2005, 2006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,Citigroup Inc,2008-12-31,2009-02-27,,,,
012384,Royal Dutch Shell,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",UK,Europe,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Phillips 66 is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,Citigroup Inc,2009-12-31,2010-02-26,,,,
014934,Devon Energy Corp,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Rio Tinto is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,Citigroup Inc,2010-12-31,2011-02-25,,,,
015319,Repsol SA,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",Spain,Europe,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,Royal Caribbean Cruises Ltd is missing years: [2004],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,Citigroup Inc,2011-12-31,2012-02-24,,,,
024625,Total Energies SE,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",France,Europe,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Suncor Energy is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,Citigroup Inc,2012-12-31,2013-03-01,,,,
061616,Eni Spa,Energy,1,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",Italy,Europe,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Sunoco LP is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,Citigroup Inc,2013-12-31,2014-03-03,,,,
170841,Phillips 66,Energy,0,11/14/2018,"Pacific Coast Federation of Fishermen's Associations, Inc. v. Chevron Corp.",US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"Talen Energy Corporation is missing years: [2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2021, 2022, 2023, 2024]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,Citigroup Inc,2014-12-31,2015-02-25,,,,
009846,Edison International,Utilities,0,11/16/2018,Barnes v. Edison International,US,North America,Yes,Yes,No,No,Yes,No,2,3,0,0,3,0,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"TransDigm Group is missing years: [2004, 2005]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,Citigroup Inc,2015-12-31,2016-02-26,,,,
148349,TransDigm Group,Industrials,0,12/6/2018,"New York City Employees’ Retirement System v. TransDigm Group, Inc.",US,North America,Yes,Yes,No,No,No,No,2,3,0,0,0,0,5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,Citigroup Inc,2016-12-31,2017-02-24,,,,
110566,Innospec,Materials,0,12/10/2018,"California Fueling, LLC v. Best Energy Solutions &amp; Technology Corp.",US,North America,Yes,Yes,No,No,Yes,No,2,3,0,0,3,0,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,Citigroup Inc,2017-12-31,2018-02-23,,,,
009846,Edison International,Utilities,0,2/8/2019,Von Oeyen v. Southern California Edison Co.,US,North America,Yes,Yes,No,Yes,Yes,No,2,3,0,2,3,0,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,Citigroup Inc,2018-12-31,2019-02-22,,,,
065092,PG&E,Utilities,0,2/22/2019,York County v. Rambo,US,North America,Yes,Yes,Yes,No,Yes,No,2,3,1,0,3,0,9,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,,Citigroup Inc,2019-12-31,2020-02-21,,,,
009846,Edison International,Utilities,0,3/22/2019,City of Torrance v. Southern California Edison Co.,US,North America,No,Yes,Yes,No,Yes,No,0,3,1,0,3,0,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,,Citigroup Inc,2020-12-31,2021-02-26,,,,
012384,Royal Dutch Shell,Energy,1,4/5/2019,Milieudefensie et al. v. Royal Dutch Shell plc.,UK,Europe,Yes,Yes,No,No,No,Yes,2,3,0,0,0,3,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,,Citigroup Inc,2021-12-31,2022-02-28,,,,
004503,ExxonMobil,Energy,1,5/2/2019,In re Exxon Mobil Corp. Derivative Litigation Tex,US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,,Citigroup Inc,2022-12-31,2023-02-27,,,,
004503,ExxonMobil,Energy,1,8/6/2019,Saratoga Advantage Trust Energy & Basic Materials Portfolio v. Woods,US,North America,No,Yes,No,Yes,Yes,No,0,3,0,2,3,0,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,,Citigroup Inc,2023-12-31,2024-02-23,,,,
009846,Edison International,Utilities,0,8/29/2019,Public Watchdogs v. Southern California Edison Co.,US,North America,No,Yes,No,No,No,No,0,3,0,0,0,0,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,CNX Resources,2003-12-31,2004-03-12,,,,
293530,PGE SA,Utilities,0,9/1/2019,ClientEarth v. Polska Grupa Energetyczna,Poland,Europe,Yes,Yes,No,No,No,No,2,3,0,0,0,0,5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,CNX Resources,2004-12-31,2005-02-28,,,,
004503,ExxonMobil,Energy,1,9/5/2019,Stourbridge Investments v Avery,US,North America,No,Yes,No ,Yes,Yes,No,0,3,0,2,3,0,8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,,CNX Resources,2005-12-31,2006-03-15,,,,
165649,Energy Transfers,Energy,0,8/9/2019,Spoon v. Bayou Bridge Pipeline LLC,US,North America,No,Yes,No,No,Yes,No,0,3,0,0,3,0,6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,CNX Resources,2006-12-31,2007-02-20,,,,
004503,ExxonMobil,Energy,1,10/24/2019,Commonwealth v. Exxon Mobil Corp.,US,North America,Yes,Yes,Yes,No,Yes,Yes,2,3,1,0,3,3,12,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,,CNX Resources,2007-12-31,2008-02-19,,,,
024625,Total Energies SE,Energy,1,10/29/2019,Friends of the Earth et al. v. Total,France,Europe,No,Yes,No,No,No,No,0,3,0,0,0,0,3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,CNX Resources,2008-12-31,2009-02-17,,,,
271358,Ascent Resources,Energy,0,11/12/2019,Specific instance under the OECD Guidelines for Multinational Enterprises submitted to the Slovenian and UK National Contact Point for the OECD Guidelines,UK,Europe,Yes,No,No,No,No,No,2,0,0,0,0,0,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,,CNX Resources,2009-12-31,2010-02-09,,,,
004503,ExxonMobil,Energy,1,12/2/2019,In re Exxon Mobil Corp. Derivative Litigation N.J,US,North America,Yes,Yes,No,No,Yes,Yes,2,3,0,0,3,3,11,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,CNX Resources,2010-12-31,2011-02-10,,,,
002410,BP,Energy,1,12/3/2019,Complaint against BP in respect of violations of the OECD Guidelines,UK,Europe,No,No,No,No,No,No,0,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,,CNX Resources,2011-12-31,2012-02-10,,,,
